family,freq_Hz,bandwidth_Hz,param_a,param_b,eps_eff,substrate_h,eps_r,feed_width_m,extra
patch_rect,4566223936.114975,507498459.7468996,0.04756082252807867,0.014673179730468423,4.134870676825154,0.0016,4.4,0.002464470191493237,2
patch_rect,2280341613.8066196,1136335639.485169,0.01010254665599843,0.032788778325655195,3.698186451227437,0.0016,4.4,0.002987320113900256,1
patch_rect,1127095633.720476,437742000.8831613,0.013610354203651831,0.0668786719414429,3.7949093786192454,0.0016,4.4,0.0006100021499035699,2
patch_rect,3376851115.9105587,433088722.28008926,0.03729032974277195,0.0205107258945787,4.081210840639034,0.0016,4.4,0.002934306302491446,0
patch_rect,2246461145.7443748,424004406.2173682,0.029339911997852745,0.031824237938494246,4.02168765178804,0.0016,4.4,0.0031444289849006705,3
patch_rect,5714267852.789906,808460665.1313881,0.03914100425740387,0.011497737875914722,4.0924446896359905,0.0016,4.4,0.002931747265638966,3
patch_rect,5648488261.712865,568468629.6485403,0.05002225973734968,0.011560915944746437,4.145132567994811,0.0016,4.4,0.0027169131477864823,1
patch_rect,3282672852.4145513,853659043.8845729,0.019358902735275345,0.02166781478011705,3.9045558937235514,0.0016,4.4,0.0019577848175462817,1
patch_rect,3696711209.5782537,390918571.26445967,0.04998688806853125,0.018447861746186144,4.144990770461865,0.0016,4.4,0.0036363195497322266,2
patch_rect,5534142207.72877,1194869773.885012,0.022150876968001033,0.012185292834691422,3.94423387642409,0.0016,4.4,0.0027669154218947683,0
patch_rect,5090073829.612465,534276537.5903351,0.05275799032932986,0.012972777246905237,4.155638489375402,0.0016,4.4,0.0005243324568591674,3
patch_rect,3670447096.8772097,556381298.0327764,0.033211158510667124,0.01882416485580217,4.053253173762959,0.0016,4.4,0.0029235261151159464,1
patch_rect,2688075857.01814,261010800.79825652,0.057031304603450995,0.02584072837480964,4.170411526243477,0.0016,4.4,0.0016312102620726434,3
patch_rect,3790510010.0867057,658028954.7192987,0.028999480895018123,0.018269197441069026,4.018629698634167,0.0016,4.4,0.0007271228648814355,1
patch_rect,5812236474.710556,1317870417.9020708,0.021092679382918936,0.011557710589646854,3.9299904032932123,0.0016,4.4,0.002240369770623349,0
patch_rect,1740434649.7669995,146317185.91361663,0.05988250522254497,0.040673238647664665,4.179308295164388,0.0016,4.4,0.0014337335499634975,1
patch_rect,3513395116.1443076,1573777036.5809467,0.010676895064999446,0.020725511467968555,3.71625729873331,0.0016,4.4,0.00147526262482814,0
patch_rect,4171756723.506819,483949464.8617462,0.043396683480847874,0.016243883788185295,4.115472804624736,0.0016,4.4,0.0023582710416099775,1
patch_rect,5928252270.553003,1522169958.1295924,0.020586874118598022,0.011315521717441534,3.922852894688854,0.0016,4.4,0.002852474415920575,2
patch_rect,2848272280.307022,661511620.6659781,0.020592316790426148,0.025129581033194792,3.9229308874173867,0.0016,4.4,0.0033109891473296358,0
patch_rect,4161529152.9678974,562856602.1292564,0.04094354495956652,0.016316262612879627,4.1026429430571545,0.0016,4.4,0.002375211394261655,3
patch_rect,4991725624.922756,1745418161.6549864,0.015837312286202332,0.013881541104334235,3.8429422037354417,0.0016,4.4,0.002278695718592515,3
patch_rect,1203875707.7738197,164324013.11795694,0.03872643304578857,0.06013154816583606,4.089998324682267,0.0016,4.4,0.0028714752664479883,2
patch_rect,4555747662.190089,480729038.9606776,0.050094054399265196,0.014688913805837134,4.145419889825934,0.0016,4.4,0.0017203309555210529,2
patch_rect,1871832145.0249572,214513936.79063687,0.04392876238132823,0.03800857731175879,4.1181095043706275,0.0016,4.4,0.001853573712051881,1
patch_rect,5188550529.53664,605542886.7223476,0.043135886086042595,0.012772904356580012,4.114162167562689,0.0016,4.4,0.0030732564173427024,1
patch_rect,5623468091.392814,580756870.19539,0.05362164637581101,0.011596439516794295,4.158776460798279,0.0016,4.4,0.0014027956970030448,3
patch_rect,1874774635.479681,151782966.6943495,0.05907275385313065,0.037663999791938206,4.1768528421580235,0.0016,4.4,0.0023082256194485503,0
patch_rect,2209261454.5022583,822806706.6004254,0.012841343925906759,0.03350469444069047,3.7762143992841413,0.0016,4.4,0.0036402551528366437,0
patch_rect,5413181715.946698,1606379058.7168632,0.017812769633751727,0.012615683858401564,3.8793395277356435,0.0016,4.4,0.0014760497340726366,2
patch_rect,4629778394.351196,469139953.4401073,0.05464973351753401,0.014396586726397143,4.162407748248246,0.0016,4.4,0.0036048024849279106,3
patch_rect,5438850493.804799,576454977.231797,0.05224827933591066,0.01204897485892538,4.153747666254939,0.0016,4.4,0.0037747224797733164,3
patch_rect,5492770942.635396,699447130.9583579,0.03953431110229867,0.01201703127282494,4.094729765606145,0.0016,4.4,0.0005321896806582038,1
patch_rect,5700667212.288892,489485156.5411461,0.0586305195112765,0.011392287946521567,4.1754884964606305,0.0016,4.4,0.00149372341158113,1
patch_rect,3743668946.8329306,407115571.0050677,0.04397855028002005,0.01826348058955365,4.118353706126433,0.0016,4.4,0.002781864408259102,0
patch_rect,1879626263.3867269,1164308827.891528,0.008939918908007086,0.04031806122037849,3.6581958604383273,0.0016,4.4,0.0022286280031420212,3
patch_rect,4732457025.59012,541713877.7182469,0.04178091075045516,0.014160447657158664,4.107151699512478,0.0016,4.4,0.003472281936729623,0
patch_rect,2540303959.2619457,353158489.0928395,0.036212091988854764,0.027777071013278403,4.07427439701586,0.0016,4.4,0.00228084926893566,1
patch_rect,2326011838.4086275,537732027.6081666,0.020687461455712347,0.031093828606619526,3.924290060326666,0.0016,4.4,0.0039055369416335596,0
patch_rect,3433710764.7972755,297946470.44595176,0.055117136961364804,0.01992391987901319,4.164022533946966,0.0016,4.4,0.0020203802792865006,0
patch_rect,3513185465.5259604,442170812.9760053,0.03799900200057067,0.01964568146909631,4.085609304348977,0.0016,4.4,0.002223811928366024,0
patch_rect,2150926341.207776,350762362.26089454,0.03395805575400712,0.03314030550607145,4.058738200844298,0.0016,4.4,0.002502014697232141,3
patch_rect,4227361479.535839,1174778189.429786,0.017209755329166545,0.016588422087764412,3.868765515222787,0.0016,4.4,0.0037916050452352,0
patch_rect,2397801708.9837933,212593464.09757727,0.05394168915784547,0.029188002060735654,4.15991879420365,0.0016,4.4,0.0031170157086409488,0
patch_rect,5641592812.938627,985325396.8005065,0.030265575712500343,0.011772643412236754,4.0297556892808135,0.0016,4.4,0.0038832918666528438,2
patch_rect,5901657918.580229,2742210080.9023857,0.011918005312318666,0.011691849997564613,3.7520704763397923,0.0016,4.4,0.0015699395675051364,3
patch_rect,5255683357.584284,1026786033.3330809,0.024479944268126438,0.012853323728220194,3.972662056022063,0.0016,4.4,0.0010932246134013237,0
patch_rect,2973457334.047361,288429451.5194372,0.05189908331776819,0.023272871160726082,4.152435195481172,0.0016,4.4,0.0037550589218379115,1
patch_rect,1485882468.8538427,187100594.22246808,0.03998037578835682,0.0483936206844131,4.097280177678856,0.0016,4.4,0.003965188475364922,1
patch_rect,2270818245.348694,538431812.7724298,0.023355110597784813,0.03173230256238535,3.9594009707250892,0.0016,4.4,0.001628927674835102,3
patch_rect,4485078704.976339,481711074.1295289,0.04452917236732968,0.014994146530840559,4.121026227925935,0.0016,4.4,0.0017582190292691432,0
patch_rect,2482550718.2389927,460888061.4909279,0.029828604535206377,0.0286412737777643,4.025991143434362,0.0016,4.4,0.0013967243025806032,3
patch_rect,5566202762.782356,769612472.5023823,0.03458980474076877,0.01189332005606945,4.06324210966642,0.0016,4.4,0.0022553070314051986,0
patch_rect,1971369767.5602112,849045569.7405751,0.011688927683996238,0.03788630637852749,3.7457667787063484,0.0016,4.4,0.0018887433952486095,1
patch_rect,5450026709.0878315,1072773072.4267002,0.025575748156279863,0.012320197085342493,3.984818168155976,0.0016,4.4,0.0018145403342398041,1
patch_rect,3192370615.090435,374226593.7501674,0.042945359035350364,0.021688023204250947,4.113196944023837,0.0016,4.4,0.0016485343361615618,1
patch_rect,3713223173.5378833,816301130.1420505,0.02290014511067079,0.018852129455424617,3.9537941586646217,0.0016,4.4,0.0025679164119915376,1
patch_rect,2251256802.57932,1187708689.1525817,0.010019406190330007,0.03324405376108834,3.6954838533454213,0.0016,4.4,0.00156142930135628,2
patch_rect,1635302563.259424,257585198.11173123,0.03515664952284983,0.04400675720453388,4.067181966788855,0.0016,4.4,0.003194977435845138,3
patch_rect,5826259151.953849,1015304694.6973267,0.03177778840391388,0.011331809266320436,4.042209352581106,0.0016,4.4,0.003447080762541935,3
patch_rect,3656773157.84074,560743697.5561056,0.03611302632372554,0.01884716039514818,4.073621732574816,0.0016,4.4,0.002731004655243723,3
patch_rect,1663727111.214849,150548964.77925694,0.058415917089936265,0.042640980005325284,4.174820359520778,0.0016,4.4,0.0030010828646298325,2
patch_rect,4975930973.843518,1191071148.789086,0.02208327706562786,0.013718137910208414,3.943350576043321,0.0016,4.4,0.0020363999724697266,2
patch_rect,2254302636.733306,677622870.1473265,0.017585351065231243,0.03234771078979811,3.8754035287419057,0.0016,4.4,0.0007830553831601919,2
patch_rect,4479871030.468491,732099246.9099607,0.02926555310954203,0.015226334727574172,4.021023985091881,0.0016,4.4,0.0011065301202479601,0
patch_rect,3211761148.6555223,750427975.3375976,0.020468942676184966,0.02212595151510352,3.9211564669239127,0.0016,4.4,0.0008285565152845211,0
patch_rect,4300986883.588656,1007910752.2933369,0.022556562641189028,0.016085987965030586,3.949461879217232,0.0016,4.4,0.0038420284823211795,2
patch_rect,4285556642.5008345,738980416.519663,0.030654990731250335,0.01595615943289865,4.0330461840662375,0.0016,4.4,0.003055137607966365,2
patch_rect,2238654947.5057874,403858405.96690774,0.026510579289865603,0.03205619612787809,3.9946434178963566,0.0016,4.4,0.003152461386625292,0
patch_rect,2709398333.582008,1067821789.5208362,0.012773551422298978,0.02706190292207933,3.7745071578006897,0.0016,4.4,0.0008295494589399604,1
patch_rect,5277302920.055037,595813169.9218969,0.04459020868776123,0.01252045169421809,4.121319329559111,0.0016,4.4,0.002159608401805638,1
patch_rect,4816822115.019554,485378263.77207756,0.04995947480664053,0.013813450415513134,4.144880767148837,0.0016,4.4,0.0017120651238129029,1
patch_rect,3169258246.189865,527716184.6679515,0.028722246188663418,0.022146481792689222,4.016101968237478,0.0016,4.4,0.002655475343182758,0
patch_rect,5433401936.490238,1331740718.1979003,0.021566468413769125,0.012453034901078026,3.936479422029611,0.0016,4.4,0.0005535658910163466,2
patch_rect,3515681292.9004383,370570286.9304504,0.052537471741792754,0.019448576522877077,4.1548240529916995,0.0016,4.4,0.0028054277106663076,3
patch_rect,4079255821.949569,395739372.51079255,0.05708236343715937,0.01652150205300666,4.170577186798324,0.0016,4.4,0.003804880589938086,3
patch_rect,3928877906.3673167,347660316.34371626,0.056891972554097794,0.01721210481424739,4.169958236436235,0.0016,4.4,0.0025141596225655765,1
patch_rect,3866835208.3596663,1392184455.2570312,0.01468201836816333,0.018406778036425993,3.819069775282606,0.0016,4.4,0.0033392146185760104,2
patch_rect,5707324043.882626,1023326436.6263802,0.02807733716564026,0.011654243104840143,4.01008772124927,0.0016,4.4,0.0038641669733836996,1
patch_rect,2033421799.383727,460164953.6650431,0.022245978620698957,0.03567507461728251,3.945470598783335,0.0016,4.4,0.0012510619189793095,1
patch_rect,1091109128.2577486,404173979.9531514,0.012911033959308277,0.06929340504321309,3.777959112493874,0.0016,4.4,0.002890523706957249,0
patch_rect,4278613176.903711,768162188.3548453,0.02804062429020938,0.016037552881784278,4.009739563412245,0.0016,4.4,0.0028856478414047643,1
patch_rect,5072342412.944679,1070724941.704049,0.022656448288216793,0.013414734485034439,3.9507302366633255,0.0016,4.4,0.0009135768966757969,0
patch_rect,2741683022.265987,231233994.8293088,0.056705703896496776,0.02530993832367186,4.169349428150441,0.0016,4.4,0.0006371521433647619,0
patch_rect,5017404651.924243,1058691201.397265,0.022665797773707936,0.013577399672094669,3.950848581917697,0.0016,4.4,0.00112103840322903,0
patch_rect,3842601418.7497916,560745530.0229485,0.0379480779134204,0.017835602267720706,4.08529733613168,0.0016,4.4,0.003060767143548741,3
patch_rect,2860090428.963916,297652864.97627634,0.04837347395858383,0.024298947878973083,4.138349533507867,0.0016,4.4,0.0016928123908855626,1
patch_rect,3809333460.7188683,986724529.8164855,0.020407036709097687,0.0184285109935865,3.920260964910069,0.0016,4.4,0.0028794567296508604,2
patch_rect,4772714370.423412,1798113980.2556999,0.013362441179468495,0.014708593545721516,3.7890137081624795,0.0016,4.4,0.0036589351733784833,1
patch_rect,3482805953.4153886,651451128.5193288,0.028260140483398578,0.020032222058882467,4.011811910985708,0.0016,4.4,0.001541723110782588,2
patch_rect,2946008393.6708155,1905065919.1326227,0.008563557876975514,0.025270372563723078,3.6441445272707687,0.0016,4.4,0.0036688369174674228,3
patch_rect,2774525952.3136034,266035534.7498756,0.057753646026575726,0.024981795355423164,4.17273301960634,0.0016,4.4,0.0028686946654850618,3
patch_rect,3867189440.6164308,500347142.6339669,0.040855535032829564,0.01767186857687692,4.102160899620318,0.0016,4.4,0.002069559326924119,2
patch_rect,4012204629.5055947,521535971.72701323,0.03679255872198164,0.01703628133601261,4.07804614385107,0.0016,4.4,0.0012445476325848013,0
patch_rect,4957895218.629242,508751977.6877466,0.0490601434253168,0.0133850631673708,4.141218173643702,0.0016,4.4,0.0008192213606704162,1
patch_rect,5871241042.67205,519086434.7706774,0.059788424585577114,0.011012647819471711,4.179025801813102,0.0016,4.4,0.0006955490413707252,2
patch_rect,5438520913.791499,1147418345.1305416,0.026247580652708092,0.012336240068542106,3.9919275998598622,0.0016,4.4,0.0009097345574966205,3
patch_rect,4440150050.8751955,433851886.0854388,0.05152212146034344,0.015098354952027052,4.151002464364093,0.0016,4.4,0.003534040468587945,1
patch_rect,1420534030.5749872,160884275.5232155,0.044450394835874235,0.05053782990690923,4.120647010818326,0.0016,4.4,0.0007546705222746773,1
patch_rect,5459484543.883883,1759188019.3228912,0.015623450727985325,0.012576708931531705,3.8386794958574937,0.0016,4.4,0.0022966415904233754,1
patch_rect,5933197892.5058775,1196425467.885212,0.027462081379318257,0.011164576107208016,4.004168159292562,0.0016,4.4,0.0017972475147341183,3
patch_rect,2183425968.4103937,219042852.48099148,0.05520007273012441,0.03218136826102072,4.164306756609944,0.0016,4.4,0.0025716105858744954,3
patch_rect,2881297927.654579,1175273363.398807,0.012342037268330774,0.025403639282493794,3.7634020124152703,0.0016,4.4,0.003220014205746029,1
patch_rect,4525421821.483299,1088307351.4582326,0.020933656030374975,0.01526450340829579,3.927770236926113,0.0016,4.4,0.0016558838515668447,1
patch_rect,3463125521.4542956,2029518225.1800504,0.008590389527905792,0.02128416610426921,3.6451658744578577,0.0016,4.4,0.0021403122469794422,1
patch_rect,4704869304.553341,519268684.8349428,0.047894132361645726,0.014194284483378913,4.136308748873557,0.0016,4.4,0.003379766231568426,2
patch_rect,4730224396.327116,652245608.3602588,0.0383351757850523,0.014206767697993289,4.087653159178488,0.0016,4.4,0.0038676039196608968,2
patch_rect,3388574454.4011383,1316460588.34724,0.01231034872805442,0.021388982244634525,3.7625698639046243,0.0016,4.4,0.0023492954245402323,0
patch_rect,5816112697.203056,3222410932.713324,0.00863203268387045,0.012102708173723449,3.6467449484673065,0.0016,4.4,0.0038945758934767366,0
patch_rect,2613431941.3879185,1411002710.5147684,0.010256840731504985,0.02840792903062364,3.7031425311888393,0.0016,4.4,0.003736251655782586,3
patch_rect,1368982823.6769943,187276278.649671,0.03680042278886868,0.05278114044710362,4.078096635893453,0.0016,4.4,0.0038925588746668463,1
patch_rect,1831077159.5462646,454353961.3487878,0.019274073542497543,0.04000729894630484,3.9032381461258323,0.0016,4.4,0.0015307288139380045,0
patch_rect,4137790400.420317,515555646.45996654,0.03838434422000121,0.016451750951624676,4.0879498405228825,0.0016,4.4,0.0036540530367184616,0
patch_rect,5576271708.345531,485242896.9382893,0.057852525185208,0.011683564737264458,4.173047133701278,0.0016,4.4,0.0007025236421519759,1
patch_rect,3278283763.9285645,451070501.1806325,0.040246895085679905,0.021121698979905693,4.098783574981432,0.0016,4.4,0.0014708341404339644,3
patch_rect,4234241808.3436193,831785841.4946175,0.028189955967473354,0.016217752221158024,4.011151775958078,0.0016,4.4,0.0013028816099673237,3
patch_rect,1388673184.8249242,119160529.03958568,0.05866852999864065,0.051375882041724066,4.175606421879025,0.0016,4.4,0.00395173760567861,1
patch_rect,1161579755.5482523,246381404.20321348,0.022547702372785177,0.0635168936026185,3.949349015268826,0.0016,4.4,0.0019392235230526519,0
patch_rect,4423655862.769396,1285630321.5981252,0.01645608084593435,0.015821143763300547,3.854902508452131,0.0016,4.4,0.0036882451457284486,0
patch_rect,5702659135.676917,919371134.4284425,0.029665231002400917,0.011639797584041944,4.024563582983856,0.0016,4.4,0.002534069174132892,0
patch_rect,3091215181.4530945,261654082.76305616,0.05650188113440869,0.02228220751968982,4.168679521020824,0.0016,4.4,0.0035312236132514292,0
patch_rect,1824171305.6850047,312516946.7308292,0.02938526606243919,0.03952998699935204,4.022091284705963,0.0016,4.4,0.0032216079930732894,1
patch_rect,5936380646.574722,1983334966.9961045,0.015821678337383467,0.011442841438370157,3.842632886211997,0.0016,4.4,0.002579457503732473,2
patch_rect,2964947244.8942957,277406549.6423877,0.05111653947673875,0.023353098632960475,4.149442192151537,0.0016,4.4,0.0024917851420801166,0
patch_rect,3343465798.9748516,626133306.3719618,0.029570614121558588,0.020893886339688337,4.023731736653792,0.0016,4.4,0.0014569247517574719,3
patch_rect,1376795301.7623115,149755404.25872993,0.043969148652783424,0.05220580573034402,4.118307625334853,0.0016,4.4,0.002370211962603121,0
patch_rect,5983184185.369527,775842936.6395354,0.036882448691336625,0.010936728536693521,4.07862233751897,0.0016,4.4,0.0031914559531317868,0
patch_rect,4785406010.212279,827775684.200499,0.027648228562340893,0.014191172571385953,4.0059783876658726,0.0016,4.4,0.0013437969131537115,0
patch_rect,1645797075.757475,143817278.19729054,0.05761065341745356,0.04313547132247618,4.172277218691839,0.0016,4.4,0.0026216112205780804,1
patch_rect,5391103337.395961,601667533.0429506,0.04736395487295589,0.012202849057959438,4.13401383713113,0.0016,4.4,0.0006641376372692698,2
patch_rect,1567787960.998145,183885259.14369196,0.042921806170825576,0.045695985020859316,4.113077166384456,0.0016,4.4,0.0023210769531632766,1
patch_rect,5156857450.312506,1189663777.642566,0.02400441646809457,0.013138525702040738,3.9671569969090217,0.0016,4.4,0.0033573500732457183,3
patch_rect,3804689857.6769314,393186219.9687023,0.05358598733823394,0.01784940483162794,4.1586485047783155,0.0016,4.4,0.0019121900317433896,3
patch_rect,3400229835.0923758,573114952.8540955,0.029867860490583903,0.02051313720854574,4.0263325182265985,0.0016,4.4,0.0032463389238050833,1
patch_rect,4520398840.496119,1312387653.4822574,0.019074136398463358,0.015346268625513762,3.9001033919325074,0.0016,4.4,0.0009773001645536942,3
patch_rect,5902313625.461889,787459927.0451555,0.03962056817617803,0.01107982153017289,4.095226329718852,0.0016,4.4,0.002728255125677989,2
patch_rect,3187374610.118645,291661891.03116125,0.05501625211367492,0.021579401830422982,4.163675868394117,0.0016,4.4,0.0017188941345815513,1
patch_rect,3254552237.080522,296042666.5944066,0.055344506476970194,0.021100222825068276,4.164800093430722,0.0016,4.4,0.0015428580803968266,1
patch_rect,5311818543.733726,512684572.5430613,0.05737507243019739,0.01234177754867272,4.171522261704931,0.0016,4.4,0.0010147571832516329,3
patch_rect,5210457075.093548,519329592.6347982,0.047983722548400665,0.012672497657466837,4.13669261083396,0.0016,4.4,0.0007318259224815305,0
patch_rect,5900162876.427385,927775766.3404329,0.03361614088762922,0.01114814337549572,4.0562492663151515,0.0016,4.4,0.0016506306360062788,2
patch_rect,3898249672.358692,799887619.693931,0.02576128694374034,0.017803587854766847,3.9868067550575788,0.0016,4.4,0.002380421958499245,2
patch_rect,1640229194.7888622,571303165.9172131,0.015898940062639304,0.045195477084911624,3.8441580133939848,0.0016,4.4,0.0009858951042729354,3
patch_rect,1900336361.7464926,237991200.26994324,0.04421807624380811,0.03740947510875034,4.119522601085215,0.0016,4.4,0.0019408142502513484,3
patch_rect,3369808201.3143616,397175693.6948697,0.04271300240309341,0.020471372960332163,4.112010866216427,0.0016,4.4,0.0011031195492057044,1
patch_rect,2119245329.5316029,210294203.51740256,0.05073311311591135,0.033270418079456264,4.147948938581509,0.0016,4.4,0.0017077891973783536,1
patch_rect,1885052421.3837342,714796380.2228453,0.012612531755366892,0.03954660666378725,3.770411930890659,0.0016,4.4,0.0009222255488521029,0
patch_rect,2779957421.3599305,256793968.27592412,0.054499297670588136,0.024965256201627786,4.161883282014015,0.0016,4.4,0.0009506193940487537,1
patch_rect,4451974143.146826,2119810869.1013894,0.010044231271737144,0.016108579864380416,3.696293205321477,0.0016,4.4,0.003297936396181649,0
patch_rect,4438923585.480415,710320687.8638507,0.034606164704457584,0.015288149562481087,4.063357144161575,0.0016,4.4,0.001049421889506678,3
patch_rect,1305389799.2743187,278739928.6462944,0.02239763770365459,0.05637259696013067,3.94742859439126,0.0016,4.4,0.0033217044792757146,0
patch_rect,3986390411.2771525,372359643.2340458,0.05928536378507439,0.01692520092213162,4.177502852922388,0.0016,4.4,0.002378067260955664,3
patch_rect,3422614925.9551067,472074876.81358445,0.04014924811957539,0.020170137794769814,4.0982345170715195,0.0016,4.4,0.0017911977384942035,3
patch_rect,4602580306.957324,2164184578.819554,0.011241750850584556,0.015442425985572205,3.733073177410164,0.0016,4.4,0.0010170868216717935,2
patch_rect,4566747929.422762,442520250.2961219,0.05455075555973436,0.014616458820543729,4.162062942195628,0.0016,4.4,0.0022908710474048317,2
patch_rect,1152360763.667971,114725577.45556678,0.05309517901588561,0.06236058126381624,4.156873344488444,0.0016,4.4,0.0017395133477759392,2
patch_rect,2212352518.1736484,506239975.1885229,0.02200064800936781,0.03268574101633725,3.942266101158176,0.0016,4.4,0.0018204945708661794,1
patch_rect,3819825460.094182,371833446.9630927,0.05171691926565242,0.017789305637629083,4.151744916991307,0.0016,4.4,0.0008122151504921966,1
patch_rect,1598810659.0962563,163030229.60696793,0.05430741859847454,0.04450858901974362,4.1612109414013485,0.0016,4.4,0.0025775735874391703,3
patch_rect,2775521516.3965235,368243451.69252396,0.04173878769516195,0.025188413993137433,4.106928190625183,0.0016,4.4,0.0021785373561398758,3
patch_rect,3685532709.092739,457639212.72965366,0.03851573813708571,0.018649904212594767,4.088739879102153,0.0016,4.4,0.003109038159645155,0
patch_rect,3822292712.6132064,764248136.7585096,0.027696176549467044,0.018136119469964945,4.0064419368143875,0.0016,4.4,0.0016810639185517134,3
patch_rect,4229586206.658006,536837362.3357019,0.03768047184278342,0.016072236767049896,4.083647594646174,0.0016,4.4,0.0017463385406424618,0
patch_rect,2651742406.4045696,224256347.1195216,0.056551974835513476,0.026220442953509813,4.168844527170395,0.0016,4.4,0.0005263702709692616,0
patch_rect,1764295695.9216602,448588259.59237397,0.020789801875994423,0.041450090076169524,3.9257431373933898,0.0016,4.4,0.0010623848064084448,2
patch_rect,1439438122.7007194,137946393.655854,0.04990497411053946,0.04970387784268185,4.144661783831105,0.0016,4.4,0.0006947872127494137,0
patch_rect,1401168728.308211,219967591.07171547,0.03527459225765324,0.05160152363940899,4.067990018134748,0.0016,4.4,0.0019363888944638153,3
patch_rect,5986277673.841971,579298434.4094255,0.05462373367464908,0.010798227096089415,4.1623172709098775,0.0016,4.4,0.0025159944623198097,2
patch_rect,5327535629.469901,584346747.6340038,0.05048774768936255,0.012343476876328847,4.14698392227148,0.0016,4.4,0.0014026598946572893,3
patch_rect,4614480483.108878,481251376.2454047,0.05068479660397433,0.014478407761156241,4.147759497463882,0.0016,4.4,0.003014600447927938,2
patch_rect,3858063447.349499,860971505.9174894,0.022558912870334777,0.01810062433303806,3.9494918071794665,0.0016,4.4,0.003193225266171779,1
patch_rect,5839970332.521172,719155105.6149156,0.04496952889951091,0.011168564130909548,4.1231270215545015,0.0016,4.4,0.0011982742456841191,3
patch_rect,2212048662.0754013,876761445.3427093,0.013971514886438583,0.03333089041771084,3.8032857720421327,0.0016,4.4,0.0026371701485457142,3
